event_id,company_ticker,company_name,sector_gics,impact_channel,quarter,mention_text,mention_sentiment,management_action_described,revenue_delta_pct,cogs_delta_pct,operating_income_delta_pct,capex_delta_pct,car_1_5,car_1_30,source,confidence,labeled_by,human_reviewed,notes
brexit_labor_restrictions_2021,UK_AGRI,UK Agriculture Sector,11101010,workforce_talent,2021Q4,National Farmers Union estimated £60M in crop losses from fruit and vegetables rotting unpicked due to labor shortages. EU freedom of movement ended Jan 1 2021. Some farms lost 20-30% of harvest.,-0.5,Attempted to recruit domestic workers with limited success. Seasonal Workers Pilot Scheme expanded but insufficient.,,,,,,,industry_report,medium,claude_verified,1,SECTOR_LEVEL: Use for Model 1 event severity training only. Exclude from Model 2/3 company-specific training. £60M crop losses from NFU Sept-Oct 2021 estimate. EU nurse registrations fell 87% (9400 to 1200). Sector-wide not single company. Verify against NFU data and Nuffield Trust (Dec 2021).
us_h1b_restrictions_2018,INFY,Infosys Ltd,45102010,workforce_talent,2019Q4,H-1B denial rates surged from ~6% (FY2015) to ~24% (FY2020). Infosys responded by hiring ~10000 US workers and opening US innovation hubs at significantly higher cost. Estimated $200-300M/yr added labor cost.,-0.3,Hired 10000 US workers; opened US innovation hubs. US median software engineer salary $110-130K vs H-1B roles at $80-90K = ~$30-40K premium per worker.,,,,,,,analyst_report,medium,claude_verified,1,$200-300M/yr incremental from Jefferies 2019 analyst estimate. Infosys denial rates >30% for initial petitions FY2019. Verify against USCIS data (NFAP/Stuart Anderson) and Infosys annual reports.
colonial_pipeline_ransomware_2021,COLONIAL,Colonial Pipeline Co,10102040,cybersecurity_it,2021Q2,DarkSide ransomware group (Russia-linked) encrypted IT systems May 7 2021. Paid $4.4M ransom in Bitcoin (DOJ recovered $2.3M in June). Pipeline shut ~6 days carrying ~45% of US East Coast fuel supply. CEO Joseph Blount: hardest decision in 39 years.,-0.9,Paid ransom; shut pipeline May 7-12; DOJ recovered 63.7 BTC. Triggered emergency declaration in 17 states + DC. National gas prices spiked to $3.04/gal.,,,,,,,congressional_testimony,high,claude_verified,1,SECTOR_LEVEL: Use for Model 1 event severity training only. Exclude from Model 2/3 company-specific training. $4.4M ransom confirmed by CEO testimony (Jun 8 2021). ~$40-50M estimated revenue loss from 6-day shutdown. Net ransom cost ~$2.1M after DOJ recovery. Verify against Blount congressional testimony.
solarwinds_hack_2020,SWI,SolarWinds Corp,45103020,cybersecurity_it,2021Q4,Russian SVR/APT29 compromised Orion software update affecting ~18000 customers. SolarWinds reported $40M in direct incident costs through 2021. Stock dropped ~40% after Dec 13 2020 disclosure. Revenue fell from $1.02B (2020) to $981M (2021).,-0.8,Deployed massive remediation effort. Rebuilt Orion platform. Microsoft deployed >500 engineers to investigate. FireEye released countermeasures for stolen Red Team tools.,,,-4.0,,-0.40,,10k_filing,high,claude_verified,1,$40M direct costs from SolarWinds 10-K filings. Microsoft 500+ engineers from Brad Smith blog (Feb 2021). US govt remediation $100M+. Verify against SolarWinds 2021 10-K.
turkey_lira_crisis_2018,KO,Coca-Cola Company,30201030,financial_treasury,2018Q3,Turkish lira lost ~40% vs USD Jan-Aug 2018. Coca-Cola disclosed 4-percentage-point currency headwind on Q3 2018 net revenue. CEO James Quincey: Currency was a significant headwind particularly from the Turkish lira and Argentine peso. FY2018 had 8% unfavorable currency impact on comparable EPS.,-0.4,Hedging programs; pricing adjustments in local currency to partially offset. Eurasia/MEA segment reported revenue decline 9% in Q4 2021 during second lira crisis.,,,,,0.011,,earnings_call,high,claude_verified,1,4pp Q3 2018 currency headwind and 8% FY2018 EPS impact are from earnings materials. Lira crisis recurred late 2021. Verify against KO Q3 2018 transcript (Oct 30 2018).
argentina_peso_devaluation_2023,ULVR.L,Unilever plc,30302010,financial_treasury,2023Q4,Milei government devalued peso 54% on Dec 12 2023 (366 to 800 ARS/USD). Hyperinflation accounting under IAS 29 resulted in ~EUR 600M negative impact on Unilever reported turnover. Total FY2023 negative currency translation impact EUR 2.3B with Argentina as largest contributor.,-0.5,Applied hyperinflation accounting (IAS 29) for Argentine subsidiary. CEO Hein Schumacher noted Argentina was the most significant single-country currency headwind.,,-5.0,,,-0.006,,earnings_call,high,claude_verified,1,EUR 600M Argentina FX impact and EUR 2.3B total from Unilever FY2023 results (Feb 8 2024). Note: this is the same Unilever that had Russia reputational issues — different event. Verify against Unilever FY2023 annual report.
russia_sanctions_2022,C,Citigroup Inc,40101010,financial_treasury,2022Q4,After Feb 2022 sanctions Citigroup disclosed ~$9.8B total Russia exposure. By Q4 2022 CEO Jane Fraser stated ~$7.8B remained trapped in Russia. By Q2 2023 reduced to ~$5.4B but still ~$2.4B in local profits and capital unable to be repatriated. Took $170M reserve build.,-0.6,Unable to wind down Russian subsidiary AO Citibank. Reduced exposure from $9.8B to $5.4B. Ongoing restrictions on dividend payments and capital repatriation.,,,,,-0.05,,earnings_call,high,claude_verified,1,$9.8B initial exposure and $7.8B trapped capital from Citi earnings and 10-K filings. $2.4B still unrepatriatable as of Q2 2023. Verify against Citi Q4 2022 transcript (Jan 2023) and 2023 10-K.
russia_invasion_2022,GLE.PA,Societe Generale SA,40101010,financial_treasury,2022Q2,SocGen sold Rosbank to Interros Capital (Vladimir Potanin) for a fraction of book value. Net negative impact EUR 3.3B: EUR 2.0B goodwill/asset write-off (including EUR 1.1B in FX translation losses reclassified from equity to P&L) plus EUR 1.3B additional provisions. CET1 ratio hit ~20bp.,-0.8,CEO Frederic Oudea: This agreement enables us to conduct an orderly exit while protecting our employees. Sale closed June 2022.,,,,,-0.153,,press_release,high,claude_verified,1,EUR 3.3B total impact with EUR 1.1B FX component is well-documented. Financial_treasury channel because FX translation loss was the dominant component. Verify against SocGen H1 2022 results.
russia_invasion_2022,ADS.DE,Adidas AG,25301040,revenue_market_access,2022Q2,Russia/CIS was ~EUR 600M annual revenue (~3% of group). Suspended operations Mar 2022 closing ~500 stores. ~EUR 300M stranded inventory in Russia. CEO Kasper Rorsted guided EUR 250M FY2022 revenue reduction from Russia closure.,-0.7,Closed ~500 Russian stores. Sold Russian business 2023 at steep discount. Russia exit was key factor in 2022 profit warning (operating profit fell from EUR 1.99B to EUR 669M).,-3.0,,-66.0,,-0.047,,earnings_call,high,claude_verified,1,EUR 600M annual revenue loss + EUR 300M stranded inventory. Op profit collapse was also driven by Yeezy/Ye partnership termination same year. Verify against Adidas 2022 annual report.
russia_invasion_2022,BN.PA,Danone SA,30202010,revenue_market_access,2023Q3,Russia was Danone's largest market by volume ~5-6% of group sales (~EUR 1.4-1.6B annually). Putin signed decree Jul 2023 placing Danone Russia under state management effectively seizing the business. CEO Antoine de Saint-Affrique: an unprecedented situation. EUR 1.5B impairment.,-0.9,Did not voluntarily exit fast enough — business was nationalized. Lost ~12000 employees and 18 production facilities without compensation or orderly sale.,-5.0,,,,-0.052,,press_release,high,claude_verified,1,Unique forced expropriation case like Carlsberg. EUR 1.5B impairment in 2023. Russia was Danone's LARGEST market by volume. Verify against Danone 2023 Universal Registration Document.
russia_invasion_2022,PM,Philip Morris International,30203010,reputation_stakeholder,2022Q4,Russia was PMI's largest single market generating ~$3.6B revenue (~8-9% of ~$31.7B group). PMI did NOT exit Russia — suspended investments and reduced workforce but continued sales. Yale CELI tracker listed PMI as digging in. Argued exit would result in seizure and transfer to state competitors.,-0.3,Suspended planned investments; scaled down manufacturing; stopped advertising; reduced workforce. But continued cigarette sales in Russia.,,,,,-0.003,,press_release,medium,claude_verified,1,$3.6B Russia revenue is massive — exit cost too high so they stayed. Reputation channel because primary risk is boycotts ESG downgrades and future sanctions exposure. Like Unilever but more extreme. Verify against PMI 2022 10-K.
russia_invasion_2022,VOW3.DE,Volkswagen AG,25102010,procurement_supply_chain,2022Q1,VW halted Kaluga plant (225K vehicles/yr) in Mar 2022. Sold to Russian dealer AGC May 2023 at heavy loss (EUR 0.5B provision). Supply chain disruption from Ukrainian wiring harnesses (factories bombed) and Russian palladium (~40% global supply) caused production halts at Wolfsburg.,-0.7,Suspended Russian sales and production. Sold Kaluga and Nizhny Novgorod plants. Faced broader supply chain disruption from Ukrainian component suppliers and Russian raw materials (palladium neon gas).,,10.0,,,-0.118,,earnings_call,high,claude_verified,1,EUR 0.5B provision for Russia exit. But bigger impact was supply chain: Ukrainian wiring harness shortage + palladium/neon supply disruption rippled across ALL European production. Verify against VW 2022 Annual Report.
iran_sanctions_secondary_2018,AIR.PA,Airbus SE,20101010,revenue_market_access,2018Q3,After Trump reimposed Iran sanctions (May 2018) Airbus was forced to cancel 97 of 100 aircraft ordered by Iran Air (~$19B list price). Only 3 A321s delivered before Aug 2018 deadline. CEO Tom Enders: Airbus had no choice but to comply. US-origin components (engines avionics) gave OFAC jurisdiction.,-0.6,Canceled remaining 97 aircraft deliveries. No practical way to remove US-origin components (>10% content threshold).,,,,,-0.04,,press_release,high,claude_verified,1,$19B list price but actual discounted value ~$10B. Direct revenue loss modest since few were built. Strategic loss of last major untapped aviation market. Verify against Airbus 2018 press statements.
iran_sanctions_secondary_2018,TTE.PA,TotalEnergies SE,10102010,capital_allocation_investment,2018Q3,Total signed $4.8B contract for South Pars Phase 11 gas field in Iran (Jul 2017). After JCPOA withdrawal invested ~$90M before formally exiting Aug 20 2018. CEO Patrick Pouyanné: We cannot afford to be exposed to secondary sanctions... Total has over $10B of assets in the United States.,-0.5,Withdrew from South Pars; CNPC (China) took over Total's 50.1% stake. Wrote down ~$90M sunk investment.,,,,,0.04,,press_release,high,claude_verified,1,$90M write-down is small but $4.8B strategic opportunity cost is huge. Classic secondary sanctions forcing EU company to choose US market over Iran. Verify against Total Aug 2018 press release.
us_rusal_sanctions_2018,RUSAL,United Company Rusal,15104050,procurement_supply_chain,2018Q2,OFAC sanctioned Oleg Deripaska and Rusal (Apr 6 2018). LME aluminum prices surged ~35% within days ($1990 to $2718/tonne by Apr 19). Rusal stock plunged ~50% in two days. Global supply chains in chaos — Rusal supplied ~6% of global aluminum to automakers aerospace packaging.,-0.8,Rusal delisted Jan 27 2019 after Deripaska reduced ownership below 50% and board reconstituted with independent directors. Most prominent sanctions blowback forcing policy reversal.,,35.0,,,-0.56,,market_data,high,claude_verified,1,procurement_supply_chain for DOWNSTREAM companies affected by aluminum price spike. 35% price surge in days is extreme. Verify against LME price data Apr 2018 and OFAC delisting (Jan 2019).
iran_sanctions_secondary_2018,MAERSK-B,A.P. Moller-Maersk,20302010,regulatory_compliance_cost,2018Q2,Maersk announced May 17 2018 it would cease all business with Iran by Nov 4 2018 despite EU opposition to US sanctions. CEO Soren Skou: With the sanctions the US has imposed it will be impossible to do business in Iran. EU created INSTEX payment mechanism but no major company used it.,-0.3,Full exit from Iranian container shipping routes by Nov 2018. Chose US market access over Iran trade despite home government (Denmark/EU) opposition.,,,,,-0.107,,press_release,medium,claude_verified,1,Illustrates secondary sanctions extraterritorial reach. Small direct revenue impact but important regulatory_compliance case. Verify against Maersk May 2018 press release.
brexit_nissan_restructuring_2019,NSANY,Nissan Motor Co,25102010,procurement_supply_chain,2019Q1,Nissan's Sunderland plant (largest UK car factory ~30% of UK car output) faced customs/tariff uncertainty from Brexit. Nissan canceled plans to build the X-Trail SUV at Sunderland (Feb 2019) moving it to Japan instead. Plant employed ~6000 workers.,-0.4,Canceled X-Trail production at Sunderland; kept Qashqai and Juke production. Received UK government assurances on competitiveness (details of 2016 letter never fully disclosed).,,,,,-0.012,,press_release,medium,claude_verified,1,No exact dollar figure for restructuring cost — medium confidence. Sunderland produces ~30% of UK cars. X-Trail cancellation was high-profile Brexit impact. Verify against Nissan Feb 2019 announcement.
opec_production_cut_2022,DAL,Delta Air Lines Inc,20302010,procurement_supply_chain,2022Q3,Following OPEC+ 2M bpd production cut (Oct 5 2022) Delta fuel cost spiked to $3.27/gal from $2.14/gal YoY (+53%). Q3 2022 fuel expense $3.2B vs $2.0B prior year. CEO Ed Bastian: Fuel remains the single largest headwind to our cost structure. FY2022 fuel expense $11.4B vs $6.7B in 2021.,-0.5,Hedging programs; fuel surcharges on tickets; fleet modernization with more fuel-efficient aircraft.,,-53.0,,,-0.043,,earnings_call,high,claude_verified,1,53% fuel cost increase and $11.4B vs $6.7B FY totals from earnings materials. OPEC cut drove Brent above $95. Jet fuel crack spread $45-50/bbl vs $15-20 historical. Verify against Delta Q3 2022 transcript (Oct 13 2022).
eu_energy_crisis_2022,EOAN.DE,E.ON SE,55105010,procurement_supply_chain,2022Q4,Procurement costs for grid losses rose ~EUR 2.2B YoY. EUR 1.1B in bad-debt provisions as customers defaulted. Customer solutions segment swung from EUR 0.8B EBITDA profit (2021) to EUR -0.5B loss (2022) — EUR 1.3B swing. CEO Leonhard Birnbaum: wholesale electricity peaked above EUR 700/MWh in Aug 2022 vs EUR 50-60 pre-crisis.,-0.6,Passed through costs where possible; took EUR 1.1B bad-debt provisions; managed grid procurement exposure.,,-40.0,-60.0,,0.044,,earnings_call,high,claude_verified,1,EUR 700/MWh peak vs EUR 50-60 normal = ~12x increase. Customer segment -EUR 1.3B swing is dramatic. Verify against E.ON 2022 Annual Report (Mar 2023).
chile_mining_royalty_2023,ANTO.L,Antofagasta PLC,15104020,regulatory_compliance_cost,2023H1,Chile's new mining royalty law (enacted May 2023 after Boric election Dec 2021) introduced ad valorem royalty 1-2% plus margin-based tax 8-26%. Antofagasta disclosed effective tax rate would increase from ~38% to 44-48% at prevailing copper prices. Estimated incremental annual tax burden $150-200M.,-0.4,Absorbed higher tax burden; continued operations as Chile remains core jurisdiction. No practical exit option for 100% Chile-focused miner.,,,,,-0.055,,earnings_call,medium,claude_verified,1,$150-200M/yr incremental tax from H1 2023 results (Jul 2023). Boric election → royalty law is clean political_transition → regulatory_compliance chain. Verify against Antofagasta H1 2023 results.
colombia_mining_uncertainty_2022,AU,AngloGold Ashanti plc,15104040,capital_allocation_investment,2022Q4,After Petro election in Colombia (Jun 2022) proposed ban on new mining concessions. AngloGold flagged heightened regulatory uncertainty for its Gramalote project. Wrote down $147M in Colombian assets.,-0.5,Wrote down Gramalote project; flagged Colombia as heightened regulatory risk in annual report.,,,,,0.0,,annual_report,medium,claude_verified,1,$147M write-down tied directly to post-election regulatory shift. Clean political_transitions → capital_allocation example. Verify against AngloGold 2022 Annual Report.
turkey_monetary_policy_2022,BBVA,BBVA SA,40101010,financial_treasury,2022Q4,Erdogan forced central bank rate cuts (19% to 9%) while inflation exceeded 85%. BBVA recorded EUR 780M negative FX translation impact from Turkish lira in FY2022 via subsidiary Garanti BBVA. Q4 2021 alone had EUR 1.2B hit when lira crashed ~44% in Nov-Dec 2021. Hyperinflation accounting applied since Q2 2022.,-0.6,Applied hyperinflation accounting (IAS 29) for Turkey. Continued operations despite massive FX losses.,,,,,0.108,,earnings_call,high,claude_verified,1,EUR 780M FY2022 FX hit + EUR 1.2B Q4 2021 hit. Lira went from 8.5/USD (Jan 2021) to 18.7/USD (Dec 2022). Clean political_volatility → financial_treasury chain. Verify against BBVA Q4 2021 and FY2022 earnings.
xinjiang_cotton_boycott_2021,HM-B.ST,H&M Hennes & Mauritz AB,25504010,reputation_stakeholder,2021Q2,H&M removed from Tmall JD.com Pinduoduo and erased from Baidu Maps after 2020 Xinjiang forced labor statement went viral Mar 24 2021. China was 3rd-largest market ~5% of sales (~SEK 10.5B FY2019). Q2 2021 China sales fell ~28% YoY. Store count dropped from ~520 to ~360 by FY2022.,-0.7,Never fully restored to major Chinese e-commerce platforms through 2023. Estimated ~SEK 3-4B (~$350-450M) annual revenue loss sustained multi-year.,-5.0,,,,-0.047,,earnings_call,high,claude_verified,1,Excellent reputation case — clear cause sustained multi-year impact. -28% China sales is clean. Contrast with Nike which recovered faster. Verify against H&M Q2 2021 and FY2022 reports.
xinjiang_cotton_boycott_2021,NKE,Nike Inc,25203010,reputation_stakeholder,2021Q4FY,Same Xinjiang boycott as H&M. Nike Greater China revenue FQ4 2021 (Mar-May) fell 24% currency-neutral to $1.93B. But Nike recovered faster — not permanently delisted from platforms. Greater China was ~$8.3B/yr (~19% of revenue). Cumulative lost revenue ~$1-1.5B over 4-5 quarters.,-0.5,CEO John Donahoe Q4 2021: We are a brand of China and for China. Recovered to -5-8% decline within 2 quarters vs H&M still down years later.,-24.0,,,,-0.002,,earnings_call,high,claude_verified,1,Nike vs H&M is a great paired comparison — same event different outcomes. Nike's localization messaging worked better. Verify against Nike FQ4 2021 transcript.
hong_kong_morey_tweet_2019,NBA,National Basketball Association,50201020,reputation_stakeholder,2019Q4,Rockets GM Daryl Morey tweeted support for Hong Kong protests Oct 4 2019. China CCTV and Tencent suspended NBA broadcasts. Chinese sponsors pulled deals. Commissioner Adam Silver estimated hundreds of millions in losses. ESPN reported ~$150-200M loss in 2019-2020 season.,-0.6,Silver defended free speech. Tencent quietly resumed select games late Oct 2019. CCTV resumed broadcasts Oct 2020 after ~1 year. NBA China revenue had been $500M+/yr. Full recovery ~2 years.,-10.0,,,,,,press_release,high,claude_verified,1,$150-200M single-season loss from ESPN. Clean single-trigger event. Recovery took ~2 years. Note: NBA is not publicly traded — no stock/CAR data. Verify against ESPN reporting and Silver statements.
russia_invasion_2022,ITX.MC,Inditex SA (Zara),25504010,revenue_market_access,2022Q1,Inditex suspended Russia operations Mar 5 2022 — among fastest major exits (9 days after invasion). Had 502 stores generating ~EUR 700M annually (~2.5% of group revenue). Sold to Daher Group (UAE). Took EUR 216M net hit in FY2022.,-0.4,Fastest fashion retailer to exit — reputational benefit. Sold to Daher Group. Exit praised by stakeholders avoiding boycott pressure that hit Nestle.,-2.5,,,,-0.106,,press_release,high,claude_verified,1,EUR 216M hit but reputation preserved — useful contrast with Unilever/Nestle who stayed. Could also label as reputation_stakeholder (positive). Verify against Inditex FY2022 annual report.
red_sea_houthi_attacks_2023,CMA-CGM,CMA CGM SA,20302010,logistics_operations,2024Q1,CMA CGM rerouted vessels via Cape of Good Hope adding ~10 days and ~$1M extra fuel per voyage. Q1 2024 revenue $12.3B (up from $11.7B Q1 2023) driven by surging freight rates. Industry-wide rerouting costs estimated $2-3B aggregate in Q1 2024.,-0.3,Rerouted all vessels around Africa. Benefited from higher freight rates like Maersk — operationally negative but financially positive.,,15.0,,,,,earnings_call,medium,claude_verified,1,Similar dynamic to Maersk — logistics disruption but financial benefit. $1M/voyage extra fuel. Verify against CMA CGM Q1 2024 results.
ukraine_airspace_closure_2022,FDX,FedEx Corp,20302010,logistics_operations,2022Q3FY,FedEx suspended all Russia/Ukraine services Feb 2022. European/Asian airspace closures forced rerouting of trans-Eurasian cargo flights adding 2-4 hours flight time. Estimated ~$350M incremental fuel and rerouting costs for FY2022.,-0.4,Rerouted international air freight routes; implemented fuel surcharge adjustments. Russian/Ukrainian airspace closure affected ~20% of international routes connecting Asia to Europe.,,15.0,,,0.025,,earnings_call,medium,claude_verified,1,$350M bundled with broader inflationary pressures — not purely airspace closure. 20% of routes affected is significant. Verify against FedEx Q3 FY2022 transcript (Mar 2022).
suez_canal_blockage_2021,EVER,Evergreen Marine Corp,20302010,logistics_operations,2021Q1,Ever Given blocked Suez Canal for 6 days (Mar 23-29 2021). Lloyd's estimated $9.6B/day in trade held up (~12% of global trade transits Suez). SCA initially claimed $916M; settled ~$540M. ~400 vessels delayed with congestion surcharges $500-$1000/container persisting weeks.,-0.3,Evergreen's insurer (UK P&I Club) covered settlement costs. Evergreen Q1 2021 net profit $783M (up 27x YoY) — blockage paradoxically didn't hurt the company.,,,,,0.025,,market_data,high,claude_verified,1,$9.6B/day trade disrupted is staggering scale. But Evergreen itself wasn't financially hurt — costs fell on shippers and insurers. Good training example of who bears the cost. Verify against SCA claims and Lloyd's estimates.
notpetya_cyberattack_2017,MAERSK-B,A.P. Moller-Maersk,20302010,cybersecurity_it,2017Q3,Russian GRU NotPetya malware hit Maersk Jun 27 2017. Cost $250-300M. Had to reinstall 45000 PCs 4000 servers 2500 applications over 10 days. 76 port terminals disrupted. CEO Skou at Davos 2018: We were basically a company operating with no IT for 10 days.,-0.8,Rebuilt entire IT infrastructure from scratch in 10 days. APM Terminals Port Elizabeth shut for days. Reverted to manual cargo processing globally.,,,,,0.03,,earnings_call,high,claude_verified,1,$250-300M from Q3 2017 earnings (Aug 15 2017). Most costly cyberattack on a logistics company ever. NotPetya total global damage estimated $10B+ (White House). Verify against Maersk Q3 2017 results.
notpetya_cyberattack_2017,MRK,Merck & Co Inc,35201010,cybersecurity_it,2017Q4,Same NotPetya wave Jun 27 2017. Merck disclosed $870M total losses in 2017 10-K: ~$400M lost sales (had to borrow $240M of Gardasil from CDC stockpile) plus ~$470M remediation. Filed $1.4B insurance claim. Insurers invoked war exclusion; Merck sued and won (Jan 2022 NJ court ruling).,-0.8,Manufacturing disruptions forced borrowing vaccine from CDC stockpile. Rebuilt IT systems. Sued insurers over war exclusion clause — landmark ruling in Merck v. Ace American Insurance.,,,-15.0,,-0.021,,10k_filing,high,claude_verified,1,$870M is from 10-K — rock solid figure. $1.4B insurance claim and war exclusion ruling set legal precedent for cyber insurance. Verify against Merck 2017 10-K and NJ court ruling (Jan 2022).
lockergoga_ransomware_2019,NHY.OL,Norsk Hydro ASA,15104010,cybersecurity_it,2019Q1,LockerGoga ransomware Mar 19 2019 forced switch to manual operations across 170 plants in 40 countries. Refused to pay ransom. Total impact NOK 800M (~$71M): ~NOK 350M lost production margins ~NOK 250M manual operations costs ~NOK 200M IT recovery. Insurance covered only NOK 33M.,-0.7,Refused ransom payment. Switched 170 plants to manual operations. Full IT recovery took several months; manual operations at some sites until June 2019.,,,,,-0.046,,earnings_call,high,claude_verified,1,NOK 800M (~$71M) with detailed breakdown is excellent for training. 170 plants across 40 countries = massive operational disruption. Verify against Norsk Hydro Q1-Q2 2019 earnings.
russia_invasion_2022,EPAM,EPAM Systems Inc,45102010,workforce_talent,2022Q1,Pre-invasion: ~14000 employees Ukraine ~8100 in Russia (of ~58800 total). Relocated 10000+ employees out of Ukraine. Q1 2022 reported $40-50M one-time relocation costs. Full-year 2022 10-K disclosed ~$100M total incremental costs for relocation facility setup and business continuity.,-0.7,Relocated developers to Poland Georgia Armenia Portugal India. Exited Russia entirely by end 2022. Q1 2022 revenue growth slowed to 36.8% (from 50%+). Stock fell ~60% from Nov 2021 peak.,,,,,-0.443,,10k_filing,high,claude_verified,1,$100M from 2022 10-K is SEC-filed. 10000+ relocated is massive scale. Strongest workforce_talent case in the dataset. Verify against EPAM Q1 2022 transcript (May 5 2022) and 2022 10-K.
china_fukushima_seafood_ban_2023,MARUHA,Maruha Nichiro Corp,30201020,workforce_talent,2023H2,China banned all Japanese seafood imports Aug 24 2023 after Fukushima water release. Maruha Nichiro H1 FY2023 reported scallop export revenue reduced by ~¥5-7B (~$33-47M). 200-300 seasonal workers at Hokkaido processing plants had shifts cut or were laid off.,-0.4,Diversified export markets away from China dependence. Reduced seasonal workforce at affected processing plants.,,-10.0,,,,,earnings_call,medium,claude_verified,1,Workforce impact is secondary to revenue loss but 200-300 workers affected gives us a workforce_talent label for a trade_policy event. Verify against Maruha Nichiro H1 FY2023 results (Nov 2023).
google_china_exit_2010,GOOGL,Alphabet Inc,50203010,innovation_ip,2010Q1,Google ceased operating search engine in mainland China Mar 2010 citing censorship and Operation Aurora cyberattack (attributed to Chinese intelligence). Held ~30% of China search market at exit. China search market reached ~$40B/yr by 2024 — estimated $10-15B/yr in foregone revenue at 20-30% share.,-0.3,Exited search but maintained Android (without Play Services) and advertising business in China. Project Dragonfly (censored search) developed 2017-2018 but canceled Jul 2019 after 1400+ employee protests and Congressional scrutiny.,,,,,0.009,,press_release,medium,claude_verified,1,$10-15B/yr foregone revenue is speculative opportunity cost not actual loss — medium confidence. But clean innovation_ip case: geopolitical censorship + IP theft drove exit. Verify against Google 2010 blog post and Pichai Dec 2018 congressional testimony.
us_huawei_5g_ban_2019,ERIC-B.ST,Ericsson AB,45301020,innovation_ip,2020Q4,Huawei Entity List placement (May 2019) drove Western 5G market share to Ericsson. RAN market share rose from ~27% (2019) to ~35% (2022) per Dell'Oro. Networks segment sales rose 6% YoY to SEK 78.8B (~$9.2B). CEO Borje Ekholm noted market share gains from customers diversifying supply chains.,0.4,Won T-Mobile and Verizon contracts previously shared with Huawei/ZTE. Expanded 5G RAN portfolio.,6.0,,,,0.037,,earnings_call,high,claude_verified,1,POSITIVE innovation_ip case — beneficiary of geopolitical restriction on competitor. ~8pp RAN share gain. Verify against Ericsson Q4 2020 earnings and Dell'Oro 2022 market share data.
us_entity_list_smic_2020,SMIC,SMIC (Semiconductor Manufacturing International),45301020,innovation_ip,2021Q4,Added to US Entity List Dec 18 2020 blocking EUV lithography access from ASML. Technology effectively capped at 14nm (with some 7nm DUV workarounds by 2022). R&D rose from $687M (2020) to $793M (2021) +15.4%. Technology gap with TSMC widened from ~2 to 4+ generations.,-0.5,Increased R&D spending 15% but with diminishing returns — cannot access EUV tools. Pursued DUV-based workarounds for limited 7nm production.,,,,,,,annual_report,medium,claude_verified,1,R&D +15.4% but tech frozen at 14nm vs TSMC 3nm. Revenue still grew on legacy node demand ($3.91B→$5.44B) but strategic position degraded. Verify against SMIC 2020-2021 annual reports.
china_rip_replace_networking,CSCO,Cisco Systems Inc,45308020,innovation_ip,2019Q4FY,China revenue estimated decline from ~$2.3B (FY2012) to ~$1.2-1.5B (FY2019) as Xinchuang policy pushed domestic networking equipment. CEO Chuck Robbins Q4 FY2019: In China we saw different dynamics largely driven by the different political environment. APJC revenue fell from $7.7B to $7.2B.,-0.4,Acknowledged China as essentially a different market with orders declining double digits. Lost share to Huawei H3C and ZTE in enterprise/government.,-8.0,,,,-0.038,,earnings_call,medium,claude_verified,1,~$1B cumulative China revenue erosion 2013-2020. Cisco doesn't break out China specifically (reports APJC). Xinchuang = Chinese tech sovereignty policy. Verify against Cisco Q4 FY2019 transcript (Aug 2019).
venezuela_hyperinflation_2015,CL,Colgate-Palmolive Co,30301010,financial_treasury,2015Q4,Colgate took $1.058B pre-tax charge ($0.46/share) in Q4 2015 to deconsolidate Venezuelan subsidiary due to inability to convert bolivars. CEO Ian Cook: We concluded we no longer meet the accounting criteria for control. Venezuela had contributed ~$350M annual revenue.,-0.7,Deconsolidated Venezuelan subsidiary. Wrote down entire investment. Continued selling through third-party distributors at reduced margins.,,,,,-0.061,,10k_filing,high,claude_verified,1,$1.058B is from 10-K — exact. Multiple US multinationals took similar charges: Pepsi $1.4B (2015) Merck $850M (2015) Ford $800M (2014). Verify against Colgate Q4 2015 10-K.
venezuela_hyperinflation_2018,K,Kellogg Co,30202030,financial_treasury,2018Q2,Kellogg ceased Venezuela operations entirely May 2018 citing continued deterioration of economic situation. Took $77M pre-tax charge. Venezuelan government subsequently seized the Kellogg factory.,-0.6,Exited entirely. Factory seized by government after exit announcement — similar to Danone/Carlsberg Russia pattern.,,,,,,,10q_filing,high,claude_verified,1,$77M from Q2 2018 10-Q. Government seizure post-exit is a pattern we see in Russia too. Verify against Kellogg Q2 2018 10-Q.
argentina_peso_devaluation_2018,F,Ford Motor Co,25102010,financial_treasury,2018Q3,Ford disclosed $200M unfavorable FX impact from South America primarily Argentina in Q3 2018. Argentina designated hyperinflationary economy under GAAP effective Jul 1 2018. Peso lost ~50% vs USD in 2018. South America wholesales decreased 14%.,-0.4,Applied hyperinflationary accounting (ASC 830) for Argentine operations. Adjusted pricing in local markets.,,-10.0,,,-0.011,,earnings_call,medium,claude_verified,1,$200M from Q3 2018 earnings. Second Ford label (first is 2025 tariffs) — different event type and channel. Verify against Ford Q3 2018 transcript and 2018 10-K.
