event_id,company_ticker,company_name,sector_gics,impact_channel,quarter,mention_text,mention_sentiment,management_action_described,revenue_delta_pct,cogs_delta_pct,operating_income_delta_pct,capex_delta_pct,car_1_5,car_1_30,source,confidence,labeled_by,human_reviewed,notes
us_chip_export_oct2023,FFIV,,45,innovation_ip,,,-0.3,,,,,,-0.031,0.1116,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.71
us_chip_export_oct2022,SSNC,,45,innovation_ip,,,-0.3,,,,,,-0.0317,0.0736,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.71
us_chip_export_oct2023,SSNC,,45,innovation_ip,,,-0.3,,,,,,-0.046,0.0722,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.71
covid_lockdown_start,RTO,,20,logistics_operations,,,-0.3,,,,,,-0.2755,-0.055,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
red_sea_houthi_2023,RTO,,20,logistics_operations,,,0.1,,,,,,0.0515,-0.0355,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
chile_lithium_nationalization,YUMC,,25,revenue_market_access,,,-0.3,,,,,,-0.0398,-0.0695,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.67
panama_mine_closure_2023,YUMC,,25,revenue_market_access,,,-0.3,,,,,,-0.0764,-0.1388,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.67
india_demonetization_2016,BALL,,25,revenue_market_access,,,-0.3,,,,,,-0.0403,-0.0397,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.67
panama_mine_closure_2023,BALL,,25,revenue_market_access,,,0.1,,,,,,0.0513,0.0584,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.67
eu_energy_crisis_peak,WES,,10,procurement_supply_chain,,,-0.3,,,,,,-0.0407,-0.115,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.57
opec_price_war_2014,WES,,10,procurement_supply_chain,,,-0.3,,,,,,-0.0446,-0.1847,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.57
us_tariffs_2025,WES,,10,procurement_supply_chain,,,-0.3,,,,,,-0.1226,-0.0257,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.54
xinjiang_boycott_2021,WES,,10,procurement_supply_chain,,,0.1,,,,,,0.0293,0.1721,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.54
india_demonetization_2016,SGI,,25,revenue_market_access,,,0.1,,,,,,0.1182,0.2335,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.67
panama_mine_closure_2023,SGI,,25,revenue_market_access,,,0.1,,,,,,0.1062,0.2935,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.67
us_chip_export_oct2022,NVMI,,45,innovation_ip,,,-0.3,,,,,,-0.1431,0.0527,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.71
us_chip_export_oct2023,NVMI,,45,innovation_ip,,,-0.3,,,,,,-0.0817,0.2227,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.71
panama_mine_closure_2023,LULU,,25,revenue_market_access,,,0.1,,,,,,0.0683,0.135,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.67
covid_lockdown_start,CLH,,20,logistics_operations,,,-0.3,,,,,,-0.4228,-0.0791,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
india_pakistan_sindoor,CLH,,20,logistics_operations,,,0.1,,,,,,0.0327,0.0152,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
russia_invasion_2022,CLH,,20,logistics_operations,,,0.1,,,,,,0.106,0.1956,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
suez_blockage_2021,CLH,,20,logistics_operations,,,0.1,,,,,,0.0295,0.1385,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
us_chip_export_oct2023,TOST,,45,innovation_ip,,,-0.3,,,,,,-0.0379,-0.1724,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.71
us_chip_export_oct2022,GRAB,,45,innovation_ip,,,-0.3,,,,,,-0.1495,0.1423,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.71
us_chip_export_oct2023,GRAB,,45,innovation_ip,,,-0.3,,,,,,-0.0437,-0.102,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.71
us_chip_export_oct2022,PTC,,45,innovation_ip,,,-0.3,,,,,,-0.0418,0.1192,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.71
us_chip_export_oct2023,PTC,,45,innovation_ip,,,-0.3,,,,,,-0.0445,0.0638,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.71
us_chip_export_oct2022,LSCC,,45,innovation_ip,,,-0.3,,,,,,-0.1163,0.3085,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.71
us_chip_export_oct2023,LSCC,,45,innovation_ip,,,-0.3,,,,,,-0.0475,-0.2274,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.71
us_chip_export_oct2022,SMCI,,45,innovation_ip,,,-0.3,,,,,,-0.0833,0.4677,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.71
us_chip_export_oct2023,SMCI,,45,innovation_ip,,,-0.3,,,,,,-0.1203,-0.0365,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.71
chile_lithium_nationalization,HTHT,,25,revenue_market_access,,,-0.3,,,,,,-0.0548,-0.1612,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.67
panama_mine_closure_2023,HTHT,,25,revenue_market_access,,,-0.3,,,,,,-0.0479,-0.0709,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.67
covid_lockdown_start,QXO,,20,logistics_operations,,,-0.3,,,,,,-0.1978,-0.2201,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
india_pakistan_sindoor,QXO,,20,logistics_operations,,,0.1,,,,,,0.2024,0.7834,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
red_sea_houthi_2023,QXO,,20,logistics_operations,,,0.1,,,,,,0.264,0.5477,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
suez_blockage_2021,QXO,,20,logistics_operations,,,0.1,,,,,,0.0763,0.1435,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
us_iran_war_2026,QXO,,20,logistics_operations,,,-0.3,,,,,,-0.0944,-0.0255,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
us_chip_export_oct2022,IONQ,,45,innovation_ip,,,-0.3,,,,,,-0.0777,-0.0682,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.71
us_chip_export_oct2023,IONQ,,45,innovation_ip,,,-0.3,,,,,,-0.2344,-0.1321,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.71
covid_lockdown_start,NDSN,,20,logistics_operations,,,-0.3,,,,,,-0.2214,0.1615,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
india_pakistan_sindoor,NDSN,,20,logistics_operations,,,0.1,,,,,,0.0625,0.1111,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
red_sea_houthi_2023,NDSN,,20,logistics_operations,,,0.1,,,,,,0.0401,0.0018,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
russia_invasion_2022,NDSN,,20,logistics_operations,,,0.1,,,,,,0.0325,0.0137,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
suez_blockage_2021,NDSN,,20,logistics_operations,,,0.1,,,,,,0.0298,0.0523,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
us_iran_war_2026,NDSN,,20,logistics_operations,,,-0.3,,,,,,-0.0748,-0.0463,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
chile_lithium_nationalization,NIO,,25,revenue_market_access,,,-0.3,,,,,,-0.0374,-0.087,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.67
panama_mine_closure_2023,NIO,,25,revenue_market_access,,,0.1,,,,,,0.0305,0.0264,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.67
iran_sanctions_2018,BSAC,,40,financial_treasury,,,0.1,,,,,,0.0261,-0.01,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.68
us_chip_export_oct2022,TRMB,,45,innovation_ip,,,-0.3,,,,,,-0.0423,0.0619,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.71
us_chip_export_oct2023,TRMB,,45,innovation_ip,,,-0.3,,,,,,-0.0404,-0.0905,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.71
covid_lockdown_start,WCC,,20,logistics_operations,,,-0.3,,,,,,-0.4465,-0.2159,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
india_pakistan_sindoor,WCC,,20,logistics_operations,,,0.1,,,,,,0.0935,0.1238,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
israel_hamas_2023,WCC,,20,logistics_operations,,,-0.3,,,,,,-0.0525,0.0532,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
suez_blockage_2021,WCC,,20,logistics_operations,,,0.1,,,,,,0.0347,0.1334,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
us_iran_war_2026,WCC,,20,logistics_operations,,,-0.3,,,,,,-0.0746,0.0733,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
covid_lockdown_start,IEX,,20,logistics_operations,,,-0.3,,,,,,-0.1547,0.1297,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
india_pakistan_sindoor,IEX,,20,logistics_operations,,,0.1,,,,,,0.0465,-0.0349,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
russia_invasion_2022,IEX,,20,logistics_operations,,,0.1,,,,,,0.0294,0.0515,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
suez_blockage_2021,IEX,,20,logistics_operations,,,0.1,,,,,,0.0636,0.1405,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
us_iran_war_2026,IEX,,20,logistics_operations,,,-0.3,,,,,,-0.0567,-0.0218,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
india_demonetization_2016,DECK,,25,revenue_market_access,,,0.1,,,,,,0.1349,0.0069,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.67
panama_mine_closure_2023,DECK,,25,revenue_market_access,,,0.1,,,,,,0.0594,0.0798,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.67
india_demonetization_2016,GPC,,25,revenue_market_access,,,0.1,,,,,,0.0831,0.1103,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.67
covid_lockdown_start,MAS,,20,logistics_operations,,,-0.3,,,,,,-0.1498,0.0072,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
india_pakistan_sindoor,MAS,,20,logistics_operations,,,0.1,,,,,,0.1029,0.0178,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
suez_blockage_2021,MAS,,20,logistics_operations,,,0.1,,,,,,0.055,0.1519,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
us_iran_war_2026,MAS,,20,logistics_operations,,,-0.3,,,,,,-0.103,-0.0937,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
covid_lockdown_start,STRL,,20,logistics_operations,,,-0.3,,,,,,-0.1756,-0.134,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
india_pakistan_sindoor,STRL,,20,logistics_operations,,,0.1,,,,,,0.042,0.2133,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
israel_hamas_2023,STRL,,20,logistics_operations,,,-0.3,,,,,,-0.0489,-0.161,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
notpetya_2017,STRL,,20,logistics_operations,,,0.1,,,,,,0.1343,-0.0505,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
red_sea_houthi_2023,STRL,,20,logistics_operations,,,0.1,,,,,,0.1067,-0.0325,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
russia_invasion_2022,STRL,,20,logistics_operations,,,0.1,,,,,,0.0317,-0.0931,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
suez_blockage_2021,STRL,,20,logistics_operations,,,0.1,,,,,,0.1225,0.129,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
us_iran_war_2026,STRL,,20,logistics_operations,,,-0.3,,,,,,-0.0391,0.085,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
chile_lithium_nationalization,XPEV,,25,revenue_market_access,,,0.1,,,,,,0.0429,-0.0954,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.67
panama_mine_closure_2023,XPEV,,25,revenue_market_access,,,-0.3,,,,,,-0.0945,-0.3149,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.67
us_tariffs_2025,NPXYY,,15,procurement_supply_chain,,,0.1,,,,,,0.0309,0.1179,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.54
eu_energy_crisis_peak,PAA,,10,procurement_supply_chain,,,-0.3,,,,,,-0.0343,-0.1101,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.57
opec_price_war_2014,PAA,,10,procurement_supply_chain,,,-0.3,,,,,,-0.0749,-0.1336,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.57
us_tariffs_2025,PAA,,10,procurement_supply_chain,,,-0.3,,,,,,-0.1538,-0.129,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.54
chile_lithium_nationalization,APTV,,25,revenue_market_access,,,-0.3,,,,,,-0.0418,-0.1168,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.67
india_demonetization_2016,APTV,,25,revenue_market_access,,,-0.3,,,,,,-0.0476,-0.0131,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.67
covid_lockdown_start,MLI,,20,logistics_operations,,,-0.3,,,,,,-0.2844,-0.0287,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
india_pakistan_sindoor,MLI,,20,logistics_operations,,,0.1,,,,,,0.0748,-0.0008,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
red_sea_houthi_2023,MLI,,20,logistics_operations,,,0.1,,,,,,0.06,0.0748,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
suez_blockage_2021,MLI,,20,logistics_operations,,,0.1,,,,,,0.026,0.1409,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
us_iran_war_2026,MLI,,20,logistics_operations,,,-0.3,,,,,,-0.0296,0.0525,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
covid_lockdown_start,J,,20,logistics_operations,,,-0.3,,,,,,-0.0974,-0.0938,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
india_pakistan_sindoor,J,,20,logistics_operations,,,0.1,,,,,,0.0581,0.0808,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
russia_invasion_2022,J,,20,logistics_operations,,,0.1,,,,,,0.0705,0.2027,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
suez_blockage_2021,J,,20,logistics_operations,,,0.1,,,,,,0.052,0.1344,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
us_chip_export_oct2022,RMBS,,45,innovation_ip,,,-0.3,,,,,,-0.0552,0.3746,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.71
us_chip_export_oct2023,RMBS,,45,innovation_ip,,,-0.3,,,,,,-0.0566,0.1709,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.71
covid_lockdown_start,CSL,,20,logistics_operations,,,-0.3,,,,,,-0.0775,-0.0937,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
india_pakistan_sindoor,CSL,,20,logistics_operations,,,0.1,,,,,,0.0391,-0.0749,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
notpetya_2017,CSL,,20,logistics_operations,,,0.1,,,,,,0.0389,0.0414,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
russia_invasion_2022,CSL,,20,logistics_operations,,,0.1,,,,,,0.0342,0.0186,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
suez_blockage_2021,CSL,,20,logistics_operations,,,0.1,,,,,,0.0886,0.2564,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
us_iran_war_2026,CSL,,20,logistics_operations,,,-0.3,,,,,,-0.106,-0.0939,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
covid_lockdown_start,PNR,,20,logistics_operations,,,-0.3,,,,,,-0.2967,-0.1542,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
india_pakistan_sindoor,PNR,,20,logistics_operations,,,0.1,,,,,,0.0588,0.0598,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
suez_blockage_2021,PNR,,20,logistics_operations,,,0.1,,,,,,0.0465,0.1381,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
us_iran_war_2026,PNR,,20,logistics_operations,,,-0.3,,,,,,-0.0705,-0.0845,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
opec_price_war_2014,YARIY,,15,procurement_supply_chain,,,-0.3,,,,,,-0.0545,0.1082,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.57
xinjiang_boycott_2021,YARIY,,15,procurement_supply_chain,,,0.1,,,,,,0.0369,0.0647,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.54
india_pakistan_sindoor,LTM,,20,logistics_operations,,,0.1,,,,,,0.106,0.153,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
us_iran_war_2026,LTM,,20,logistics_operations,,,-0.3,,,,,,-0.1318,-0.0369,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
us_chip_export_oct2022,SITM,,45,innovation_ip,,,-0.3,,,,,,-0.1193,0.263,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.71
us_chip_export_oct2023,SITM,,45,innovation_ip,,,-0.3,,,,,,-0.0665,-0.0212,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.71
covid_lockdown_start,GFL,,20,logistics_operations,,,-0.3,,,,,,-0.1223,-0.0635,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
india_pakistan_sindoor,GFL,,20,logistics_operations,,,-0.3,,,,,,-0.0669,-0.0355,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
israel_hamas_2023,GFL,,20,logistics_operations,,,-0.3,,,,,,-0.0506,-0.078,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
suez_blockage_2021,GFL,,20,logistics_operations,,,0.1,,,,,,0.0348,-0.0015,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
us_chip_export_oct2022,ONTO,,45,innovation_ip,,,-0.3,,,,,,-0.1361,0.1667,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.71
us_chip_export_oct2023,ONTO,,45,innovation_ip,,,-0.3,,,,,,-0.082,0.0943,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.71
covid_lockdown_start,AEIS,,20,logistics_operations,,,-0.3,,,,,,-0.3136,-0.0554,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
india_pakistan_sindoor,AEIS,,20,logistics_operations,,,0.1,,,,,,0.083,0.1724,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
suez_blockage_2021,AEIS,,20,logistics_operations,,,0.1,,,,,,0.0559,-0.0667,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
us_iran_war_2026,AEIS,,20,logistics_operations,,,-0.3,,,,,,-0.091,0.1495,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
us_chip_export_oct2022,TYL,,45,innovation_ip,,,-0.3,,,,,,-0.1052,-0.1119,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.71
us_chip_export_oct2023,TYL,,45,innovation_ip,,,-0.3,,,,,,-0.0346,0.0509,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.71
india_pakistan_sindoor,LECO,,20,logistics_operations,,,0.1,,,,,,0.0787,0.1087,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
russia_invasion_2022,LECO,,20,logistics_operations,,,0.1,,,,,,0.0316,0.0386,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
suez_blockage_2021,LECO,,20,logistics_operations,,,0.1,,,,,,0.0325,0.0974,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
us_iran_war_2026,LECO,,20,logistics_operations,,,-0.3,,,,,,-0.0705,-0.0833,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
eu_energy_crisis_peak,WLK,,15,procurement_supply_chain,,,-0.3,,,,,,-0.1048,-0.1654,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.57
opec_price_war_2014,WLK,,15,procurement_supply_chain,,,-0.3,,,,,,-0.0706,-0.1818,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.57
us_tariffs_2025,WLK,,15,procurement_supply_chain,,,-0.3,,,,,,-0.0812,-0.1886,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.54
xinjiang_boycott_2021,WLK,,15,procurement_supply_chain,,,0.1,,,,,,0.0285,0.1848,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.54
covid_lockdown_start,RRX,,20,logistics_operations,,,-0.3,,,,,,-0.2076,-0.093,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
india_pakistan_sindoor,RRX,,20,logistics_operations,,,0.1,,,,,,0.0956,0.0753,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
israel_hamas_2023,RRX,,20,logistics_operations,,,-0.3,,,,,,-0.0282,-0.1416,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
notpetya_2017,RRX,,20,logistics_operations,,,0.1,,,,,,0.0316,0.0115,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
russia_invasion_2022,RRX,,20,logistics_operations,,,0.1,,,,,,0.0412,-0.105,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
us_iran_war_2026,RRX,,20,logistics_operations,,,-0.3,,,,,,-0.1131,-0.0508,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
india_demonetization_2016,PFGC,,30,revenue_market_access,,,-0.3,,,,,,-0.0483,-0.0201,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.67
panama_mine_closure_2023,PFGC,,30,revenue_market_access,,,0.1,,,,,,0.0392,0.1041,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.67
us_chip_export_oct2022,AKAM,,45,innovation_ip,,,-0.3,,,,,,-0.0256,0.1081,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.71
us_chip_export_oct2023,AKAM,,45,innovation_ip,,,-0.3,,,,,,-0.0313,0.0749,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.71
india_demonetization_2016,TOL,,25,revenue_market_access,,,0.1,,,,,,0.0524,0.1564,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.67
panama_mine_closure_2023,TOL,,25,revenue_market_access,,,0.1,,,,,,0.0329,0.23,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.67
india_demonetization_2016,MKC,,30,revenue_market_access,,,-0.3,,,,,,-0.0387,-0.0266,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.67
panama_mine_closure_2023,MKC,,30,revenue_market_access,,,0.1,,,,,,0.0252,0.0172,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.67
us_chip_export_oct2023,LOGI,,45,innovation_ip,,,0.1,,,,,,0.0691,0.1969,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.71
us_chip_export_oct2022,TTMI,,45,innovation_ip,,,-0.3,,,,,,-0.0798,0.1175,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.71
us_chip_export_oct2023,TTMI,,45,innovation_ip,,,-0.3,,,,,,-0.0659,0.1523,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.71
eu_energy_crisis_peak,APA,,10,procurement_supply_chain,,,-0.3,,,,,,-0.0343,0.0246,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.57
opec_price_war_2014,APA,,10,procurement_supply_chain,,,-0.3,,,,,,-0.1467,-0.1908,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.57
us_tariffs_2025,APA,,10,procurement_supply_chain,,,-0.3,,,,,,-0.2133,-0.1501,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.54
xinjiang_boycott_2021,APA,,10,procurement_supply_chain,,,-0.3,,,,,,-0.0366,0.1551,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.54
chile_lithium_nationalization,HAS,,25,revenue_market_access,,,0.1,,,,,,0.149,0.1843,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.67
india_demonetization_2016,HAS,,25,revenue_market_access,,,0.1,,,,,,0.0256,-0.0395,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.67
panama_mine_closure_2023,HAS,,25,revenue_market_access,,,0.1,,,,,,0.0494,0.0829,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.67
eu_energy_crisis_peak,DTM,,10,procurement_supply_chain,,,-0.3,,,,,,-0.0407,-0.0643,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.57
us_tariffs_2025,DTM,,10,procurement_supply_chain,,,-0.3,,,,,,-0.0648,0.0405,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.54
chile_lithium_nationalization,CRRFY,,30,revenue_market_access,,,0.1,,,,,,0.0272,-0.0941,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.67
india_demonetization_2016,CRRFY,,30,revenue_market_access,,,-0.3,,,,,,-0.0797,-0.1101,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.67
covid_lockdown_start,GGG,,20,logistics_operations,,,-0.3,,,,,,-0.1438,-0.0676,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
india_pakistan_sindoor,GGG,,20,logistics_operations,,,0.1,,,,,,0.0377,0.0246,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
suez_blockage_2021,GGG,,20,logistics_operations,,,0.1,,,,,,0.0542,0.1356,event_study,medium,weak_supervision_v2_snorkel,0,Snorkel confidence=0.65
